N,P,K,pH,Temp(°C),Humidity(%),Moisture(%),Rainfall(cm),Crop,,,,,,,,,,,,,,,
156,67,57,5.2,31,73.6,68,84,Calabash,,,,,,,,,,,,,,,
245,61,63,5.1,21,74,80,69,Calabash,,,,,,,,,,,,,,,
322,56,68,4.9,23,77,65,71,Calabash,,,,,,,,,,,,,,,
146,55,72,4.9,23,71.8,61,109,Calabash,,,,,,,,,,,,,,,
153,54,29,4.9,20,79.1,70,105,Calabash,,,,,,,,,,,,,,,
248,52,44,5,34,76.4,68,86,Calabash,,,,,,,,,,,,,,,
313,55,57,4.8,20,75.3,72,65,Calabash,,,,,,,,,,,,,,,
150,53,75,4.9,22,70.8,73,61,Calabash,,,,,,,,,,,,,,,
200,76,59,5.1,30,73,73,68,Calabash,,,,,,,,,,,,,,,
285,75,63,5.1,26,78.6,72,73,Calabash,,,,,,,,,,,,,,,
340,74,68,5.2,24,75.5,66,96,Calabash,,,,,,,,,,,,,,,
153,79,74,4.9,22,72.2,60,119,Calabash,,,,,,,,,,,,,,,
205,81,61,5.1,21,73.2,72,96,Calabash,,,,,,,,,,,,,,,
288,78,63,5.1,33,71.5,73,74,Calabash,,,,,,,,,,,,,,,
338,77,64,4.9,24,73.3,61,84,Calabash,,,,,,,,,,,,,,,
175,79,72,5,20,77.4,80,90,Calabash,,,,,,,,,,,,,,,
202,79,59,5,23,75,62,90,Calabash,,,,,,,,,,,,,,,
283,78,58,5.2,23,76.1,79,76,Calabash,,,,,,,,,,,,,,,
342,77,64,4.9,32,75.2,68,79,Calabash,,,,,,,,,,,,,,,
160,78,71,4.8,32,77.5,62,78,Calabash,,,,,,,,,,,,,,,
204,83,61,5.1,32,70.5,75,98,Calabash,,,,,,,,,,,,,,,
286,81,62,5.1,35,76.4,69,94,Calabash,,,,,,,,,,,,,,,
339,82,67,5.1,27,72.2,74,64,Calabash,,,,,,,,,,,,,,,
166,83,71,5.1,31,72.1,76,116,Calabash,,,,,,,,,,,,,,,
206,81,65,5,32,70.6,70,68,Calabash,,,,,,,,,,,,,,,
289,81,67,5.1,21,79.2,70,85,Calabash,,,,,,,,,,,,,,,
343,81,69,4.8,35,73.6,79,60,Calabash,,,,,,,,,,,,,,,
169,80,71,5.1,29,72,65,107,Calabash,,,,,,,,,,,,,,,
203,80,63,5,25,77.4,71,81,Calabash,,,,,,,,,,,,,,,
287,79,61,5.2,27,72.1,77,82,Calabash,,,,,,,,,,,,,,,
340,81,68,5.2,33,78,74,116,Calabash,,,,,,,,,,,,,,,
176,82,75,4.9,29,79.7,64,120,Calabash,,,,,,,,,,,,,,,
201,79,66,5.1,27,76.3,67,70,Calabash,,,,,,,,,,,,,,,
284,76,64,4.8,25,71.9,71,104,Calabash,,,,,,,,,,,,,,,
341,72,72,4.8,24,71.9,60,87,Calabash,,,,,,,,,,,,,,,
154,81,74,4.8,24,79.7,68,73,Calabash,,,,,,,,,,,,,,,
207,78,64,4.8,24,79.7,78,120,Calabash,,,,,,,,,,,,,,,
290,78,67,4.9,24,75.6,70,64,Calabash,,,,,,,,,,,,,,,
340,76,67,5.1,21,74.3,64,68,Calabash,,,,,,,,,,,,,,,
150,78,69,4.9,23,70.1,62,109,Calabash,,,,,,,,,,,,,,,
203,79,62,4.9,25,73.2,77,102,Calabash,,,,,,,,,,,,,,,
285,83,64,4.9,28,76.4,79,68,Calabash,,,,,,,,,,,,,,,
344,81,69,5.2,30,78.3,64,113,Calabash,,,,,,,,,,,,,,,
160,82,72,5.1,35,79.9,60,108,Calabash,,,,,,,,,,,,,,,
206,79,63,4.9,31,77.8,60,74,Calabash,,,,,,,,,,,,,,,
288,81,67,5.2,22,72.5,63,117,Calabash,,,,,,,,,,,,,,,
341,77,73,4.9,26,71.8,77,62,Calabash,,,,,,,,,,,,,,,
159,84,76,5.1,34,74.5,68,69,Calabash,,,,,,,,,,,,,,,
208,85,68,4.9,28,79.9,78,69,Calabash,,,,,,,,,,,,,,,
291,82,68,5.2,30,70.8,78,107,Calabash,,,,,,,,,,,,,,,
345,78,74,5.2,29,72.8,68,110,Calabash,,,,,,,,,,,,,,,
165,79,76,5.1,30,77.3,65,69,Calabash,,,,,,,,,,,,,,,
204,78,67,4.8,20,71.8,67,90,Calabash,,,,,,,,,,,,,,,
289,82,64,5.1,28,76.6,65,91,Calabash,,,,,,,,,,,,,,,
342,81,71,5.1,34,72.2,75,75,Calabash,,,,,,,,,,,,,,,
147,78,76,5,27,71.8,66,98,Calabash,,,,,,,,,,,,,,,
202,79,69,5.1,29,77.4,76,101,Calabash,,,,,,,,,,,,,,,
287,81,65,5.2,33,74.7,64,61,Calabash,,,,,,,,,,,,,,,
343,72,73,5,28,77.6,64,84,Calabash,,,,,,,,,,,,,,,
163,84,75,5,24,77.2,61,115,Calabash,,,,,,,,,,,,,,,
250,62,65,5,34,71.6,73,60,Calabash,,,,,,,,,,,,,,,
335,54,71,5.2,24,73.6,73,71,Calabash,,,,,,,,,,,,,,,
200,53,77,5.1,22,74,69,94,Calabash,,,,,,,,,,,,,,,
155,48,32,4.9,31,77,73,87,Calabash,,,,,,,,,,,,,,,
248,47,46,4.9,32,71.8,75,102,Calabash,,,,,,,,,,,,,,,
313,45,60,4.9,23,79.1,69,120,Calabash,,,,,,,,,,,,,,,
160,52,36,6.2,15,70,21,63,Cauliflower,,,,,,,,,,,,,,,
171,61,61,6.2,20,65.9,25,77,Cauliflower,,,,,,,,,,,,,,,
351,69,85,6.3,16,72.2,20,91,Cauliflower,,,,,,,,,,,,,,,
211.9,83,112,6.2,19,73,22,66,Cauliflower,,,,,,,,,,,,,,,
155,50,34,6.4,23,69.1,25,82,Cauliflower,,,,,,,,,,,,,,,
166,53,53,6.1,22,73.8,21,60,Cauliflower,,,,,,,,,,,,,,,
326,56,72,6.3,24,65.2,21,75,Cauliflower,,,,,,,,,,,,,,,
288,65,94,6.1,22,69.4,22,97,Cauliflower,,,,,,,,,,,,,,,
165,51,41,6.1,20,67.3,25,76,Cauliflower,,,,,,,,,,,,,,,
173,56,76,6.4,18,73.4,20,95,Cauliflower,,,,,,,,,,,,,,,
373,61,110,6.3,17,65.2,23,88,Cauliflower,,,,,,,,,,,,,,,
247,72,147,6.3,20,70.3,25,61,Cauliflower,,,,,,,,,,,,,,,
157,48,35,6.3,20,68.7,20,82,Cauliflower,,,,,,,,,,,,,,,
174,49,58,6.2,17,70,20,99,Cauliflower,,,,,,,,,,,,,,,
336,49,80,6.3,16,65.7,22,91,Cauliflower,,,,,,,,,,,,,,,
285,55,120,6.3,20,73.1,24,65,Cauliflower,,,,,,,,,,,,,,,
160,52,36,6.2,18,73.6,21,70,Cauliflower,,,,,,,,,,,,,,,
161,61,61,6.1,25,67.1,22,100,Cauliflower,,,,,,,,,,,,,,,
351,69,85,6.3,15,65,25,65,Cauliflower,,,,,,,,,,,,,,,
241,83,112,6.4,16,71.9,21,66,Cauliflower,,,,,,,,,,,,,,,
155,50,34,6.1,17,71.3,23,84,Cauliflower,,,,,,,,,,,,,,,
163,53,53,6.3,18,72.6,22,72,Cauliflower,,,,,,,,,,,,,,,
326,56,72,6.1,20,72.8,20,75,Cauliflower,,,,,,,,,,,,,,,
171,65,94,6.2,23,67.3,20,68,Cauliflower,,,,,,,,,,,,,,,
163,52,44,6.1,18,70.2,23,78,Cauliflower,,,,,,,,,,,,,,,
162,60,83,6.1,19,72.3,20,80,Cauliflower,,,,,,,,,,,,,,,
363,68,122,6.4,17,70.2,24,89,Cauliflower,,,,,,,,,,,,,,,
206,82,164,6.3,15,72.8,23,65,Cauliflower,,,,,,,,,,,,,,,
160,52,40,6.2,17,66.5,21,82,Cauliflower,,,,,,,,,,,,,,,
159,60,72,6.2,22,70.8,23,60,Cauliflower,,,,,,,,,,,,,,,
350,68,104,6.1,16,67,25,63,Cauliflower,,,,,,,,,,,,,,,
179,82,139,6.2,24,67.1,20,85,Cauliflower,,,,,,,,,,,,,,,
158,48,31,6,18,68.2,21,96,Cauliflower,,,,,,,,,,,,,,,
165,48,45,6.1,20,72.9,25,82,Cauliflower,,,,,,,,,,,,,,,
338,48,59,6.3,18,66.6,25,100,Cauliflower,,,,,,,,,,,,,,,
216,54,76,6.3,21,73.9,25,68,Cauliflower,,,,,,,,,,,,,,,
166,73,70,6.1,19,65.8,20,69,Cauliflower,,,,,,,,,,,,,,,
159,75,102,6.1,16,74,21,82,Cauliflower,,,,,,,,,,,,,,,
364.5,77,133,6.2,16,65.3,24,70,Cauliflower,,,,,,,,,,,,,,,
185,82.5,165,6.1,17,67.3,25,63,Cauliflower,,,,,,,,,,,,,,,
166,73,70,6.1,24,66.2,22,80,Cauliflower,,,,,,,,,,,,,,,
176,75,102,6.1,20,68.1,20,89,Cauliflower,,,,,,,,,,,,,,,
364.5,77,133,6.1,23,74.7,21,87,Cauliflower,,,,,,,,,,,,,,,
199,82.5,165,6.2,22,65.2,23,85,Cauliflower,,,,,,,,,,,,,,,
170,72,57,6.3,21,71.9,23,87,Cauliflower,,,,,,,,,,,,,,,
171,77,64,6.3,24,66.8,23,67,Cauliflower,,,,,,,,,,,,,,,
384.5,70,70,6.3,15,67.3,24,71,Cauliflower,,,,,,,,,,,,,,,
260,72.5,77,6.1,15,69.9,22,66,Cauliflower,,,,,,,,,,,,,,,
161,69,57,6.3,15,67.6,22,85,Cauliflower,,,,,,,,,,,,,,,
176,63,64,6.2,15,68.2,21,97,Cauliflower,,,,,,,,,,,,,,,
339.5,57,70,6.1,22,67.5,25,78,Cauliflower,,,,,,,,,,,,,,,
194,54.5,77,6.3,22,69.9,21,94,Cauliflower,,,,,,,,,,,,,,,
370,98,109,6,20,67.4,25,78,Cauliflower,,,,,,,,,,,,,,,
168,90,90,6.2,23,71.7,20,60,Cauliflower,,,,,,,,,,,,,,,
220,82,71,6.2,17,65,23,87,Cauliflower,,,,,,,,,,,,,,,
163,52,44,6,17,70.6,21,68,Cauliflower,,,,,,,,,,,,,,,
278,60,83,6,21,73.9,25,98,Cauliflower,,,,,,,,,,,,,,,
158,68,122,6.1,23,69.9,22,84,Cauliflower,,,,,,,,,,,,,,,
243,82,164,6.2,15,66.6,23,62,Cauliflower,,,,,,,,,,,,,,,
163,52,44,6.1,20,67.3,25,86,Cauliflower,,,,,,,,,,,,,,,
278,60,83,6.2,20,72.5,24,97,Cauliflower,,,,,,,,,,,,,,,
166,68,122,6.3,24,71.1,25,66,Cauliflower,,,,,,,,,,,,,,,
281,82,164,6.3,19,66.8,24,82,Cauliflower,,,,,,,,,,,,,,,
158,48,31,6.2,17,67.5,20,68,Cauliflower,,,,,,,,,,,,,,,
263,48,45,6.3,22,69.9,24,82,Cauliflower,,,,,,,,,,,,,,,
150,48,59,6,23,69,22,83,Cauliflower,,,,,,,,,,,,,,,
274,54,76,6.2,23,72.7,22,92,Cauliflower,,,,,,,,,,,,,,,
165,67,38,6.3,16,73.4,25,61,Cauliflower,,,,,,,,,,,,,,,
271,66,63,6.3,18,72.8,24,95,Cauliflower,,,,,,,,,,,,,,,
174,70,87,6.2,23,70.6,20,64,Cauliflower,,,,,,,,,,,,,,,
205,82,101,6.4,24,72,23,80,Cauliflower,,,,,,,,,,,,,,,
155,51,35,6.1,22,73.8,24,78,Cauliflower,,,,,,,,,,,,,,,
256,53,53,6.3,15,68.2,23,65,Cauliflower,,,,,,,,,,,,,,,
168,58,71,6.2,17,68.1,23,70,Cauliflower,,,,,,,,,,,,,,,
252,67,84,6.2,16,65.6,25,80,Cauliflower,,,,,,,,,,,,,,,
165,52,43,6.1,15,73.9,23,89,Cauliflower,,,,,,,,,,,,,,,
284,57,75,6.1,25,71.8,23,80,Cauliflower,,,,,,,,,,,,,,,
148,62,103,6.4,20,69.7,25,100,Cauliflower,,,,,,,,,,,,,,,
245,72,144,6,23,66.1,25,84,Cauliflower,,,,,,,,,,,,,,,
157,49,38,6.1,21,67,21,70,Cauliflower,,,,,,,,,,,,,,,
262,51,59,6.1,25,69.4,23,72,Cauliflower,,,,,,,,,,,,,,,
171,58,121,6.1,24,67.3,20,84,Cauliflower,,,,,,,,,,,,,,,
273,55,123,6.4,24,73.4,23,71,Cauliflower,,,,,,,,,,,,,,,
160,53,38,6.3,21,65.2,21,89,Cauliflower,,,,,,,,,,,,,,,
271,62,62,6.3,19,70.3,21,75,Cauliflower,,,,,,,,,,,,,,,
150,71,87,6.3,24,68.7,20,81,Cauliflower,,,,,,,,,,,,,,,
197,84,78,6.2,21,70,20,67,Cauliflower,,,,,,,,,,,,,,,
155,51,35,6.3,24,65.7,21,88,Cauliflower,,,,,,,,,,,,,,,
256,54,53,6.3,15,73.1,24,78,Cauliflower,,,,,,,,,,,,,,,
160,57,72,6.2,21,73.6,20,63,Cauliflower,,,,,,,,,,,,,,,
221,66,92,6.1,15,67.1,24,61,Cauliflower,,,,,,,,,,,,,,,
163,53,44,6.3,15,65,25,60,Cauliflower,,,,,,,,,,,,,,,
278,62,84,6.4,25,71.9,24,72,Cauliflower,,,,,,,,,,,,,,,
176,69,73,6.1,21,71.3,22,67,Cauliflower,,,,,,,,,,,,,,,
289,81,54,6.3,25,72.6,22,73,Cauliflower,,,,,,,,,,,,,,,
160,53,42,6.1,25,72.8,25,70,Cauliflower,,,,,,,,,,,,,,,
270,61,71,6.2,15,67.3,23,95,Cauliflower,,,,,,,,,,,,,,,
155,67,94,6.1,20,70.2,22,88,Cauliflower,,,,,,,,,,,,,,,
280,81,79,6.1,21,72.3,24,74,Cauliflower,,,,,,,,,,,,,,,
158,45,31,6.4,19,70.2,20,82,Cauliflower,,,,,,,,,,,,,,,
263,49,45,6.2,19,70,24,70,Cauliflower,,,,,,,,,,,,,,,
152,47,59,6.2,25,65.9,20,96,Cauliflower,,,,,,,,,,,,,,,
261,55,76,6.3,20,72.2,25,61,Cauliflower,,,,,,,,,,,,,,,
166,74,71,6.2,23,73,24,62,Cauliflower,,,,,,,,,,,,,,,
280,76,82,6.4,18,69.1,23,85,Cauliflower,,,,,,,,,,,,,,,
167,81,93,6.1,18,73.8,21,87,Cauliflower,,,,,,,,,,,,,,,
271,78,94,6.3,19,65.2,20,61,Cauliflower,,,,,,,,,,,,,,,
166,74,71,6.1,21,69.4,24,62,Cauliflower,,,,,,,,,,,,,,,
280,76,92,6.1,16,67.3,21,72,Cauliflower,,,,,,,,,,,,,,,
149,78,92,6.4,19,73.4,22,67,Cauliflower,,,,,,,,,,,,,,,
226,83,95,6.3,23,65.2,24,72,Cauliflower,,,,,,,,,,,,,,,
170,73,57,6.3,19,70.3,23,96,Cauliflower,,,,,,,,,,,,,,,
292,78,63,6.3,22,68.7,21,99,Cauliflower,,,,,,,,,,,,,,,
151,71,71,6.2,17,70,21,76,Cauliflower,,,,,,,,,,,,,,,
181,74,77,6.3,15,65.7,23,92,Cauliflower,,,,,,,,,,,,,,,
161,68,59,6.3,20,73.1,20,73,Cauliflower,,,,,,,,,,,,,,,
265,62,65,6.2,15,73.6,21,77,Cauliflower,,,,,,,,,,,,,,,
173,56,71,6.1,25,67.1,22,89,Cauliflower,,,,,,,,,,,,,,,
215.8,64,73,6.3,15,65,21,96,Cauliflower,,,,,,,,,,,,,,,
370,99,89,6.4,15,71.9,23,65,Cauliflower,,,,,,,,,,,,,,,
310,92,91,6.1,19,71.3,25,90,Cauliflower,,,,,,,,,,,,,,,
173,83,82,6.3,19,72.6,24,89,Cauliflower,,,,,,,,,,,,,,,
163,53,64,6.1,25,72.8,22,93,Cauliflower,,,,,,,,,,,,,,,
278,61,87,6.2,23,67.3,22,93,Cauliflower,,,,,,,,,,,,,,,
363,67,92,6.1,23,70.2,23,72,Cauliflower,,,,,,,,,,,,,,,
157,81,94,6.1,18,72.3,24,84,Cauliflower,,,,,,,,,,,,,,,
163,53,45,6.4,25,70.2,23,70,Cauliflower,,,,,,,,,,,,,,,
278,62,83,6.3,19,72.8,20,82,Cauliflower,,,,,,,,,,,,,,,
363,69,92,6.2,22,66.5,22,75,Cauliflower,,,,,,,,,,,,,,,
163,83,94,6.2,18,70.8,24,95,Cauliflower,,,,,,,,,,,,,,,
158,51,31,6.1,20,67,25,93,Cauliflower,,,,,,,,,,,,,,,
263,49,39,6.2,15,67.1,23,61,Cauliflower,,,,,,,,,,,,,,,
338,49,58,6,24,68.2,21,68,Cauliflower,,,,,,,,,,,,,,,
154,55,74,6.1,17,72.9,23,87,Cauliflower,,,,,,,,,,,,,,,
351,70,86,6.3,19,66.6,24,96,Cauliflower,,,,,,,,,,,,,,,
195.7,84,96,6.3,19,73.9,20,72,Cauliflower,,,,,,,,,,,,,,,
155,51,35,6.1,15,65.8,20,78,Cauliflower,,,,,,,,,,,,,,,
150,54,54,6.1,24,74,21,64,Cauliflower,,,,,,,,,,,,,,,
326,57,71,6.2,21,65.3,25,65,Cauliflower,,,,,,,,,,,,,,,
396,66,93,6.1,19,67.3,25,99,Cauliflower,,,,,,,,,,,,,,,
165,52,42,6.1,18,66.2,24,78,Cauliflower,,,,,,,,,,,,,,,
155,57,75,6.1,25,68.1,23,100,Cauliflower,,,,,,,,,,,,,,,
373,62,95,6.1,21,74.7,24,80,Cauliflower,,,,,,,,,,,,,,,
292,43,98,6.2,17,65.2,25,87,Cauliflower,,,,,,,,,,,,,,,
157,49,34,6.3,15,71.9,20,88,Cauliflower,,,,,,,,,,,,,,,
148,51,56,6.3,25,66.8,21,78,Cauliflower,,,,,,,,,,,,,,,
336,50,81,6.3,24,67.3,24,66,Cauliflower,,,,,,,,,,,,,,,
216,56,92,6.1,21,69.9,22,73,Cauliflower,,,,,,,,,,,,,,,
160,53,38,6.3,25,67.6,23,72,Cauliflower,,,,,,,,,,,,,,,
158,60,81,6.2,16,68.2,24,70,Cauliflower,,,,,,,,,,,,,,,
156,47,35,6.2,24,77.5,72,156,Colocasia leaves,,,,,,,,,,,,,,,
258,44,56,6.2,27,78.2,69,193,Colocasia leaves,,,,,,,,,,,,,,,
330,41,77,6.1,24,79.5,62,125,Colocasia leaves,,,,,,,,,,,,,,,
156,44,101,6.1,34,72.5,76,241,Colocasia leaves,,,,,,,,,,,,,,,
155,48,37,6.3,33,81.6,69,191,Colocasia leaves,,,,,,,,,,,,,,,
255,48,63,6.4,35,76.7,70,186,Colocasia leaves,,,,,,,,,,,,,,,
325,48,89,6.2,28,81.5,65,138,Colocasia leaves,,,,,,,,,,,,,,,
170,54,118,6.3,31,79.9,72,168,Colocasia leaves,,,,,,,,,,,,,,,
159,68,61,6.4,31,76.8,80,140,Colocasia leaves,,,,,,,,,,,,,,,
260,59,75,6.2,25,78.5,76,191,Colocasia leaves,,,,,,,,,,,,,,,
331.5,50,88,6.3,25,81.5,70,134,Colocasia leaves,,,,,,,,,,,,,,,
157,44.5,102,6.1,21,79.3,62,226,Colocasia leaves,,,,,,,,,,,,,,,
158,69,63,6.2,35,80.8,77,185,Colocasia leaves,,,,,,,,,,,,,,,
257,63,82,6.1,27,82.2,69,197,Colocasia leaves,,,,,,,,,,,,,,,
326.5,57,100,6.4,24,75.3,65,155,Colocasia leaves,,,,,,,,,,,,,,,
166,54.5,119,6.3,29,76,68,240,Colocasia leaves,,,,,,,,,,,,,,,
156,47,35,6.1,26,77,67,171,Colocasia leaves,,,,,,,,,,,,,,,
258,44,56,6.4,28,81.2,72,136,Colocasia leaves,,,,,,,,,,,,,,,
330,41,77,6.4,29,80.9,77,169,Colocasia leaves,,,,,,,,,,,,,,,
149,44,101,6.1,28,78.8,70,152,Colocasia leaves,,,,,,,,,,,,,,,
155,48,37,6.4,32,72.7,73,141,Colocasia leaves,,,,,,,,,,,,,,,
255,48,63,6.4,23,76,62,214,Colocasia leaves,,,,,,,,,,,,,,,
325,48,89,6.3,25,80,76,215,Colocasia leaves,,,,,,,,,,,,,,,
173,54,118,6.2,24,74.6,71,136,Colocasia leaves,,,,,,,,,,,,,,,
220,92,121,6.1,22,74,76,154,Colocasia leaves,,,,,,,,,,,,,,,
310,90,125,6.2,26,79.4,68,176,Colocasia leaves,,,,,,,,,,,,,,,
370,88,129,6.1,21,73.3,73,186,Colocasia leaves,,,,,,,,,,,,,,,
167,92,136,6.2,33,74.8,69,148,Colocasia leaves,,,,,,,,,,,,,,,
222,90,123,6.3,31,80.9,60,166,Colocasia leaves,,,,,,,,,,,,,,,
308,92,123,6.1,28,73,68,203,Colocasia leaves,,,,,,,,,,,,,,,
368,90,131,6.1,26,76.5,62,124,Colocasia leaves,,,,,,,,,,,,,,,
166,90,138,6.1,32,74.5,75,174,Colocasia leaves,,,,,,,,,,,,,,,
218,91,119,6.3,25,73.2,62,241,Colocasia leaves,,,,,,,,,,,,,,,
312,88,127,6.3,28,82.3,80,193,Colocasia leaves,,,,,,,,,,,,,,,
371,87,128,6.3,25,77,61,241,Colocasia leaves,,,,,,,,,,,,,,,
155,93,131,6.1,34,82.3,73,157,Colocasia leaves,,,,,,,,,,,,,,,
223,89,122,6.2,23,78.6,72,208,Colocasia leaves,,,,,,,,,,,,,,,
309,93,124,6.1,24,76.4,67,159,Colocasia leaves,,,,,,,,,,,,,,,
373,89,130,6.1,22,76.8,62,193,Colocasia leaves,,,,,,,,,,,,,,,
161,91,135,6.3,28,75,76,222,Colocasia leaves,,,,,,,,,,,,,,,
224,93,124,6.4,30,79.1,73,229,Colocasia leaves,,,,,,,,,,,,,,,
307,89,122,6.3,34,78.4,66,157,Colocasia leaves,,,,,,,,,,,,,,,
367,86,127,6.1,30,81,73,207,Colocasia leaves,,,,,,,,,,,,,,,
160,88,132,6.2,26,77.5,68,120,Colocasia leaves,,,,,,,,,,,,,,,
220,94,126,6.3,29,74.7,62,192,Colocasia leaves,,,,,,,,,,,,,,,
311,91,126,6.1,22,80.2,68,224,Colocasia leaves,,,,,,,,,,,,,,,
369,85,133,6.4,27,75.7,78,133,Colocasia leaves,,,,,,,,,,,,,,,
168,89,136,6.3,31,81.7,62,189,Colocasia leaves,,,,,,,,,,,,,,,
223,91,125,6.3,30,75.7,68,134,Colocasia leaves,,,,,,,,,,,,,,,
310,93,125,6.4,22,73.7,74,222,Colocasia leaves,,,,,,,,,,,,,,,
370,91,133,6.4,29,73.5,77,217,Colocasia leaves,,,,,,,,,,,,,,,
170,91,140,6.1,32,76.4,71,141,Colocasia leaves,,,,,,,,,,,,,,,
220,92,121,6.3,32,80.4,65,213,Colocasia leaves,,,,,,,,,,,,,,,
314,89,129,6.3,31,81.3,67,120,Colocasia leaves,,,,,,,,,,,,,,,
373,88,130,6.4,22,73.6,80,231,Colocasia leaves,,,,,,,,,,,,,,,
167,94,133,6.4,22,75.8,67,139,Colocasia leaves,,,,,,,,,,,,,,,
225,90,124,6.3,30,73.7,70,233,Colocasia leaves,,,,,,,,,,,,,,,
311,94,126,6.1,31,80.4,68,207,Colocasia leaves,,,,,,,,,,,,,,,
374,90,132,6.3,25,80.3,79,235,Colocasia leaves,,,,,,,,,,,,,,,
162,92,137,6.3,25,75.6,70,158,Colocasia leaves,,,,,,,,,,,,,,,
226,94,126,6.1,22,73.6,63,157,Colocasia leaves,,,,,,,,,,,,,,,
309,90,124,6.3,35,76.3,72,217,Colocasia leaves,,,,,,,,,,,,,,,
369,87,129,6.1,27,81,63,218,Colocasia leaves,,,,,,,,,,,,,,,
148,89,134,6.2,27,74,76,160,Colocasia leaves,,,,,,,,,,,,,,,
221,95,128,6.4,31,79.5,77,157,Colocasia leaves,,,,,,,,,,,,,,,
313,92,128,6.3,29,81.1,75,184,Colocasia leaves,,,,,,,,,,,,,,,
371,86,134,6.3,34,81.2,72,152,Colocasia leaves,,,,,,,,,,,,,,,
169,90,137,6.4,30,80.7,77,250,Colocasia leaves,,,,,,,,,,,,,,,
156,49,36,6.2,28,81.9,69,159,Colocasia leaves,,,,,,,,,,,,,,,
258,46,57,6.4,34,79.5,62,160,Colocasia leaves,,,,,,,,,,,,,,,
330,40,79,6.3,23,76.1,72,241,Colocasia leaves,,,,,,,,,,,,,,,
166,43,103,6.2,35,81.8,72,160,Colocasia leaves,,,,,,,,,,,,,,,
155,48,39,6.2,24,75.1,61,127,Colocasia leaves,,,,,,,,,,,,,,,
255,50,65,6.3,35,75.1,63,168,Colocasia leaves,,,,,,,,,,,,,,,
325,49,91,6.2,24,73.2,75,180,Colocasia leaves,,,,,,,,,,,,,,,
164,53,120,6.1,27,76.9,71,130,Colocasia leaves,,,,,,,,,,,,,,,
159,70,63,6.3,27,78.8,80,189,Colocasia leaves,,,,,,,,,,,,,,,
260,60,77,6.3,33,77,71,207,Colocasia leaves,,,,,,,,,,,,,,,
331.5,49,90,6.3,23,74,80,231,Colocasia leaves,,,,,,,,,,,,,,,
157,46,105,6.4,34,72.8,60,177,Colocasia leaves,,,,,,,,,,,,,,,
158,71,65,6.1,28,73,69,168,Colocasia leaves,,,,,,,,,,,,,,,
257,64,84,6.1,32,76.5,76,196,Colocasia leaves,,,,,,,,,,,,,,,
326.5,58,102,6.1,29,74.5,67,143,Colocasia leaves,,,,,,,,,,,,,,,
171,55,120,6.3,23,73.2,61,201,Colocasia leaves,,,,,,,,,,,,,,,
156,48,36,6.3,31,82.3,80,224,Colocasia leaves,,,,,,,,,,,,,,,
258,44,57,6.3,26,77,67,210,Colocasia leaves,,,,,,,,,,,,,,,
330,42,78,6.1,26,82.3,71,147,Colocasia leaves,,,,,,,,,,,,,,,
157,43,102,6.2,35,78.6,78,122,Colocasia leaves,,,,,,,,,,,,,,,
155,49,38,6.1,33,76.4,66,204,Colocasia leaves,,,,,,,,,,,,,,,
255,51,64,6.1,34,76.8,68,142,Colocasia leaves,,,,,,,,,,,,,,,
325,52,91,6.3,29,75,71,225,Colocasia leaves,,,,,,,,,,,,,,,
159,51,119,6.4,30,79.1,65,159,Colocasia leaves,,,,,,,,,,,,,,,
220,92,122,6.3,30,78.4,76,144,Colocasia leaves,,,,,,,,,,,,,,,
310,91,126,6.1,34,81,75,150,Colocasia leaves,,,,,,,,,,,,,,,
370,87,130,6.2,34,77.5,62,220,Colocasia leaves,,,,,,,,,,,,,,,
153,89,137,6.3,28,74.7,72,150,Colocasia leaves,,,,,,,,,,,,,,,
222,89,124,6.1,29,80.2,64,213,Colocasia leaves,,,,,,,,,,,,,,,
308,81,132,6.4,27,75.7,78,241,Colocasia leaves,,,,,,,,,,,,,,,
368,82,33,6.3,30,81.7,70,163,Colocasia leaves,,,,,,,,,,,,,,,
172,92,132,6.3,25,75.7,78,211,Colocasia leaves,,,,,,,,,,,,,,,
218,80,120,6.2,27,77.5,76,236,Colocasia leaves,,,,,,,,,,,,,,,
312,89,124,6.2,32,78.2,79,238,Colocasia leaves,,,,,,,,,,,,,,,
371,85,127,6.1,21,79.5,74,204,Colocasia leaves,,,,,,,,,,,,,,,
155,92,128,6.1,22,72.5,64,235,Colocasia leaves,,,,,,,,,,,,,,,
223,88,121,6.3,34,81.6,71,243,Colocasia leaves,,,,,,,,,,,,,,,
309,92,125,6.4,27,76.7,72,157,Colocasia leaves,,,,,,,,,,,,,,,
373,87,139,6.2,29,81.5,60,160,Colocasia leaves,,,,,,,,,,,,,,,
149,89,136,6.3,25,79.9,67,180,Colocasia leaves,,,,,,,,,,,,,,,
224,86,125,6.4,30,76.8,78,185,Colocasia leaves,,,,,,,,,,,,,,,
307,87,124,6.2,23,78.5,77,229,Colocasia leaves,,,,,,,,,,,,,,,
367,85,26,6.3,27,81.5,64,229,Colocasia leaves,,,,,,,,,,,,,,,
174,86,129,6.1,33,79.3,73,212,Colocasia leaves,,,,,,,,,,,,,,,
220,92,124,6.2,30,80.8,75,232,Colocasia leaves,,,,,,,,,,,,,,,
311,89,128,6.1,22,82.2,69,127,Colocasia leaves,,,,,,,,,,,,,,,
369,84,132,6.4,33,75.3,60,169,Colocasia leaves,,,,,,,,,,,,,,,
